id,rating,top_critic,fk_game_id
5dcc4a1866e2226fc0062ad0,99,TRUE,a3c78a5c62824677834c1008e0be9b2d
610c5281957b7bfbeb213861,90,TRUE,a3c78a5c62824677834c1008e0be9b2d
610c4d97957b7bfbeb213843,80,TRUE,a3c78a5c62824677834c1008e0be9b2d
5dd292e566e2226fc0063692,80,TRUE,a3c78a5c62824677834c1008e0be9b2d
5dc9c9e566e2226fc00627da,90,TRUE,a3c78a5c62824677834c1008e0be9b2d
5dc983113496c41f3bb5c450,75,TRUE,a3c78a5c62824677834c1008e0be9b2d
5dc965d33496c41f3bb5c407,90,TRUE,a3c78a5c62824677834c1008e0be9b2d
5dc95bac3496c41f3bb5c3fb,100,TRUE,a3c78a5c62824677834c1008e0be9b2d
5dc556aa3496c41f3bb5c1ba,100,TRUE,a3c78a5c62824677834c1008e0be9b2d
5dc543d73496c41f3bb5c1b1,99,TRUE,a3c78a5c62824677834c1008e0be9b2d
5dc520d73496c41f3bb5c114,80,TRUE,a3c78a5c62824677834c1008e0be9b2d
5dc4916b3496c41f3bb5bf08,,TRUE,a3c78a5c62824677834c1008e0be9b2d
5dc489833496c41f3bb5bde7,80,TRUE,a3c78a5c62824677834c1008e0be9b2d
5dc44a4b3496c41f3bb5bd79,100,TRUE,a3c78a5c62824677834c1008e0be9b2d
6217b3859e5c48c548d8a25e,90,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
62045a729e5c48c548d7d382,97,FALSE,5e5ac1cb3b20442cadb7de54486b9cf2
620416fd9e5c48c548d7d271,90,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61fb0e599e5c48c548d784fb,90,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61f981b99e5c48c548d76e4f,70,FALSE,5e5ac1cb3b20442cadb7de54486b9cf2
61f7fad09e5c48c548d75f64,100,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61f0e6fa9e5c48c548d72fd8,100,FALSE,5e5ac1cb3b20442cadb7de54486b9cf2
61edc05f9e5c48c548d70a11,100,FALSE,5e5ac1cb3b20442cadb7de54486b9cf2
61eacae39e5c48c548d700da,100,FALSE,5e5ac1cb3b20442cadb7de54486b9cf2
62388ef6274ec35e72dc3487,100,FALSE,5e5ac1cb3b20442cadb7de54486b9cf2
61fac5b19e5c48c548d77bb7,95,FALSE,5e5ac1cb3b20442cadb7de54486b9cf2
61e762cb9e5c48c548d6e324,90,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61e5de2d9e5c48c548d6d971,90,FALSE,5e5ac1cb3b20442cadb7de54486b9cf2
61e5230e9e5c48c548d6d5ee,100,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61e7ef6f9e5c48c548d6e7d4,,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61e1e0099e5c48c548d6d0b7,95,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61e1dfb39e5c48c548d6d0a5,100,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61e146769e5c48c548d6ced2,90,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61e1047a9e5c48c548d6cea4,100,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61e04d339e5c48c548d6cc30,90,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61df1ab79e5c48c548d6c3b2,95,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61df1a8d9e5c48c548d6c399,97,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
62b4bcb30bfe2deada185c8a,100,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
625a03c7008489e208d83459,100,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
624ed83d008489e208d7b724,90,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
620a9e039e5c48c548d80e77,70,FALSE,5e5ac1cb3b20442cadb7de54486b9cf2
6206cb169e5c48c548d7ea5b,80,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61e427139e5c48c548d6d48d,90,FALSE,5e5ac1cb3b20442cadb7de54486b9cf2
61e17d829e5c48c548d6cf76,80,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61dfa1309e5c48c548d6c8de,95,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61df35939e5c48c548d6c727,95,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61df353c9e5c48c548d6c715,97,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61df32909e5c48c548d6c6f3,90,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61df32499e5c48c548d6c6e1,100,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61df321a9e5c48c548d6c6b7,80,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61df32079e5c48c548d6c6a4,85,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61df31f59e5c48c548d6c691,90,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61df31dc9e5c48c548d6c67f,93,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61df31839e5c48c548d6c66c,95,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
61df2c569e5c48c548d6c626,100,TRUE,5e5ac1cb3b20442cadb7de54486b9cf2
624de0cc008489e208d79b39,95,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
61e9cc699e5c48c548d6fd0f,100,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
6139b22764f4324fcd14d08d,100,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
612f271fbcdc6191d41917fd,90,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
612a60d18004f75a29ce569f,90,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
6126a475d6eccf0bc8950553,100,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
616068959e65de2d02a17f0a,90,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
6123a93c90b676e80f3105c9,100,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
6123915b90b676e80f3103fc,100,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
6122843e6ffaa0ca0ef6ce3e,90,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
612234d26ffaa0ca0ef6cdd7,90,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
611f1c6e9c30d27775959644,50,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
611ead1f9c30d2777595959a,90,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
6123bd9edddac9f15dbf37b1,90,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
611d0862d2d9925bcbb8cab8,100,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
611cb95dd2d9925bcbb8ca71,95,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
611cb2b5d2d9925bcbb8ca6e,100,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
611de41b9c30d277759593b8,80,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
6160ed1a10b39c41d6ea2dbe,100,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
611b0433d43f314421a91377,90,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
611b033cd43f314421a9136c,100,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
6126107ed6eccf0bc8950457,90,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
611950189d9c7d02ee8a90cb,95,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
6118fa229d9c7d02ee8a90a5,94,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
611c32edd2d9925bcbb8c327,90,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
624fa1a9008489e208d7c1ff,100,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
62320cb967855975e586e5e4,90,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
6115608c226e1e6e65313cf6,92,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
6113328edad48b590fa0c546,100,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
6112dd3181dfdd2baab61d4d,95,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
62502bae008489e208d7d238,90,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
61149fd4226e1e6e65313bc3,90,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
6112d28c81dfdd2baab61d18,100,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
6112cca881dfdd2baab61d04,95,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
6112b0e081dfdd2baab61cd8,92,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
6112b04f81dfdd2baab61cd6,90,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
6112b02a81dfdd2baab61cd4,95,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
61129e2881dfdd2baab61c85,93,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
6112965e81dfdd2baab61c77,100,FALSE,2ae6edb2223c4f8c97e9839b5b6497bb
6112883c81dfdd2baab61c6e,95,TRUE,2ae6edb2223c4f8c97e9839b5b6497bb
5d86716293765d677874a743,85,TRUE,4e82628bda3240959b7eed18967186c8
5e8f6037bdf729557ef47fd6,95,FALSE,4e82628bda3240959b7eed18967186c8
5d86716293765d677874a745,80,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a6d0,80,FALSE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a6ca,90,FALSE,4e82628bda3240959b7eed18967186c8
5d86716093765d677874a569,90,TRUE,4e82628bda3240959b7eed18967186c8
610dc46d2956a704054de4c6,95,TRUE,4e82628bda3240959b7eed18967186c8
610dc42d2956a704054de4c4,100,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a647,90,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a6c4,90,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a653,98,TRUE,4e82628bda3240959b7eed18967186c8
610dc3eb2956a704054de4c2,90,TRUE,4e82628bda3240959b7eed18967186c8
5d86716093765d677874a59d,92,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a6cd,90,TRUE,4e82628bda3240959b7eed18967186c8
5d86716093765d677874a5cb,95,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a636,100,TRUE,4e82628bda3240959b7eed18967186c8
610dc3c02956a704054de4c0,100,TRUE,4e82628bda3240959b7eed18967186c8
5d86716093765d677874a581,100,TRUE,4e82628bda3240959b7eed18967186c8
615fa4209e65de2d02a17cb5,90,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a650,90,TRUE,4e82628bda3240959b7eed18967186c8
610dc3292956a704054de4b9,91,TRUE,4e82628bda3240959b7eed18967186c8
610dc2df2956a704054de4b5,90,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a63b,100,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a6b9,100,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a6c1,60,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a644,100,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a641,100,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a5d3,100,TRUE,4e82628bda3240959b7eed18967186c8
610dc3882956a704054de4be,90,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a6bf,97,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a6bc,90,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a64d,100,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a63e,90,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a6c7,100,TRUE,4e82628bda3240959b7eed18967186c8
5d86716093765d677874a5a0,90,TRUE,4e82628bda3240959b7eed18967186c8
5d86716093765d677874a56f,100,TRUE,4e82628bda3240959b7eed18967186c8
610dc3022956a704054de4b7,89,TRUE,4e82628bda3240959b7eed18967186c8
610dc24c2956a704054de4b0,100,TRUE,4e82628bda3240959b7eed18967186c8
5d86716193765d677874a6b7,90,TRUE,4e82628bda3240959b7eed18967186c8
5d86716093765d677874a57b,90,TRUE,4e82628bda3240959b7eed18967186c8
6253ef34008489e208d7ebaa,80,FALSE,954871df36d3456ca1face43aa5c2e62
624ff62c008489e208d7cfa8,80,TRUE,954871df36d3456ca1face43aa5c2e62
624ee2eb008489e208d7b8ca,94,TRUE,954871df36d3456ca1face43aa5c2e62
624da17c008489e208d794ba,60,TRUE,954871df36d3456ca1face43aa5c2e62
624df992008489e208d7a2a4,70,TRUE,954871df36d3456ca1face43aa5c2e62
62484095274ec35e72dca2ef,85,TRUE,954871df36d3456ca1face43aa5c2e62
6242f574274ec35e72dc77af,82,TRUE,954871df36d3456ca1face43aa5c2e62
6241a700274ec35e72dc7057,75,TRUE,954871df36d3456ca1face43aa5c2e62
624e303e008489e208d7acb1,80,TRUE,954871df36d3456ca1face43aa5c2e62
623f8b6f274ec35e72dc6a17,90,TRUE,954871df36d3456ca1face43aa5c2e62
62432578274ec35e72dc79ce,80,TRUE,954871df36d3456ca1face43aa5c2e62
623b2ef3274ec35e72dc52b4,80,TRUE,954871df36d3456ca1face43aa5c2e62
624e014b008489e208d7a32a,83,TRUE,954871df36d3456ca1face43aa5c2e62
62451090274ec35e72dc86a9,65,FALSE,954871df36d3456ca1face43aa5c2e62
6239edcf274ec35e72dc432c,85,TRUE,954871df36d3456ca1face43aa5c2e62
6239bc83274ec35e72dc3fdf,70,TRUE,954871df36d3456ca1face43aa5c2e62
62392998274ec35e72dc3b88,80,FALSE,954871df36d3456ca1face43aa5c2e62
6238ded7274ec35e72dc38fa,85,TRUE,954871df36d3456ca1face43aa5c2e62
6238cc02274ec35e72dc36f0,90,TRUE,954871df36d3456ca1face43aa5c2e62
62388cf7274ec35e72dc330c,82,TRUE,954871df36d3456ca1face43aa5c2e62
623881e1274ec35e72dc30f8,80,TRUE,954871df36d3456ca1face43aa5c2e62
62385b30274ec35e72dc2599,80,TRUE,954871df36d3456ca1face43aa5c2e62
625a0ef9008489e208d83669,70,TRUE,954871df36d3456ca1face43aa5c2e62
62387945274ec35e72dc2cbb,80,TRUE,954871df36d3456ca1face43aa5c2e62
624e22d0008489e208d7a9e9,80,TRUE,954871df36d3456ca1face43aa5c2e62
624ddd92008489e208d79aa6,,TRUE,954871df36d3456ca1face43aa5c2e62
6232313067855975e586f4d4,60,TRUE,954871df36d3456ca1face43aa5c2e62
6231fbab67855975e586dff4,80,TRUE,954871df36d3456ca1face43aa5c2e62
6230f3a967855975e586b20f,,TRUE,954871df36d3456ca1face43aa5c2e62
6232073867855975e586e219,,TRUE,954871df36d3456ca1face43aa5c2e62
61bb72169e5c48c548d657b9,80,TRUE,954871df36d3456ca1face43aa5c2e62
5fca938a038871749d417c1e,100,TRUE,954871df36d3456ca1face43aa5c2e62
5d866e9393765d677873ad1b,96,FALSE,954871df36d3456ca1face43aa5c2e62
5d866e9493765d677873adf4,86,FALSE,954871df36d3456ca1face43aa5c2e62
5d866e9693765d677873af32,100,TRUE,954871df36d3456ca1face43aa5c2e62
5d866e9693765d677873af1d,93,FALSE,954871df36d3456ca1face43aa5c2e62
5d866e9693765d677873af37,99,FALSE,954871df36d3456ca1face43aa5c2e62
610c3c86957b7bfbeb21382a,100,TRUE,954871df36d3456ca1face43aa5c2e62
5d866e9693765d677873aefd,100,TRUE,954871df36d3456ca1face43aa5c2e62
610c3695957b7bfbeb213816,70,TRUE,954871df36d3456ca1face43aa5c2e62
613d31a4ba43ef859830ed54,90,TRUE,9064fdd49de04718abe631788ad5a759
5f0dcfdfd88e035744c1a98c,100,FALSE,9064fdd49de04718abe631788ad5a759
5e176e0f117f2f0cdf3db6c6,100,TRUE,9064fdd49de04718abe631788ad5a759
5e0bb99871f25c74e732640b,90,FALSE,9064fdd49de04718abe631788ad5a759
5dbbb5cdc55ae12d47d2b552,90,TRUE,9064fdd49de04718abe631788ad5a759
5daf37ee34f2907a2bb54ce3,80,FALSE,9064fdd49de04718abe631788ad5a759
5e1a1c88117f2f0cdf3db81d,80,FALSE,9064fdd49de04718abe631788ad5a759
5da59b3039414c46a805c96c,75,TRUE,9064fdd49de04718abe631788ad5a759
5dea70f0ad4f81777e1f4e5e,100,FALSE,9064fdd49de04718abe631788ad5a759
5da48f35dcd01647a689fd03,80,FALSE,9064fdd49de04718abe631788ad5a759
5d866f6f93765d6778740cd5,96,FALSE,9064fdd49de04718abe631788ad5a759
5d866f6a93765d6778740b81,100,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6f93765d6778740cb8,96,FALSE,9064fdd49de04718abe631788ad5a759
5d866f6993765d6778740b2d,100,FALSE,9064fdd49de04718abe631788ad5a759
5d866f6d93765d6778740c6f,80,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6a93765d6778740b73,98,FALSE,9064fdd49de04718abe631788ad5a759
5d866f6f93765d6778740caa,60,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6993765d6778740b40,90,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6d93765d6778740c4f,95,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6d93765d6778740c5d,100,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6993765d6778740b17,92,FALSE,9064fdd49de04718abe631788ad5a759
5d866f6f93765d6778740cb2,97,FALSE,9064fdd49de04718abe631788ad5a759
5d866f6f93765d6778740cbb,,FALSE,9064fdd49de04718abe631788ad5a759
5d866f6a93765d6778740b63,90,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6b93765d6778740bd3,90,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6f93765d6778740ca2,90,TRUE,9064fdd49de04718abe631788ad5a759
5f381abe59864725e2d72ffd,90,FALSE,9064fdd49de04718abe631788ad5a759
5d866f6e93765d6778740c82,95,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6c93765d6778740c37,80,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6b93765d6778740ba7,100,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6d93765d6778740c49,100,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6b93765d6778740ba1,87,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6b93765d6778740b99,90,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6f93765d6778740cc8,88,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6f93765d6778740cb5,40,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6c93765d6778740bd7,95,TRUE,9064fdd49de04718abe631788ad5a759
6111ece981dfdd2baab61bbe,95,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6a93765d6778740b66,91,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6a93765d6778740b65,90,TRUE,9064fdd49de04718abe631788ad5a759
5d866f6f93765d6778740ccb,100,TRUE,9064fdd49de04718abe631788ad5a759
624214ac274ec35e72dc72e5,100,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0893765d67787884b5,100,FALSE,544c18ccadf8466691d8f2a335721b14
5d867b0893765d67787884be,,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0893765d67787884bb,100,FALSE,544c18ccadf8466691d8f2a335721b14
5f23aad5d88e035744c1ce01,100,FALSE,544c18ccadf8466691d8f2a335721b14
5d867b0893765d67787884c0,93,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0793765d67787884a0,80,TRUE,544c18ccadf8466691d8f2a335721b14
5f2e98dad88e035744c1ec9d,,FALSE,544c18ccadf8466691d8f2a335721b14
5d867b0793765d67787884a6,100,FALSE,544c18ccadf8466691d8f2a335721b14
5d867b0793765d67787884ae,100,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0793765d67787884b2,90,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0793765d67787884a3,90,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0793765d6778788499,90,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0793765d67787884a9,90,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0793765d677878849d,85,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d677878848a,80,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d6778788480,100,FALSE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d677878847b,95,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0793765d67787884ab,100,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d6778788493,90,FALSE,544c18ccadf8466691d8f2a335721b14
5d867b0793765d677878849b,95,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d6778788486,95,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d677878847d,90,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0793765d6778788496,95,TRUE,544c18ccadf8466691d8f2a335721b14
5fc72a2b038871749d417428,100,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d677878848d,93,TRUE,544c18ccadf8466691d8f2a335721b14
5f2f5598d88e035744c1edc3,100,FALSE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d677878846c,100,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d677878846f,90,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d6778788463,100,TRUE,544c18ccadf8466691d8f2a335721b14
5fc72999038871749d417421,90,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d6778788490,85,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d6778788478,100,FALSE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d6778788472,89,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d6778788466,93,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0893765d67787884b8,90,FALSE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d6778788469,90,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d6778788460,100,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d677878845e,93,TRUE,544c18ccadf8466691d8f2a335721b14
5d867b0693765d6778788475,90,TRUE,544c18ccadf8466691d8f2a335721b14
616510e7ae06db5cf78ec19c,91,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5f57d140f7c1f130627f57a8,95,FALSE,1112adb4b6af47238cbc563ae2b1c6ab
5f58387af7c1f130627f59b1,95,FALSE,1112adb4b6af47238cbc563ae2b1c6ab
5e7daed8bdf729557ef4623b,95,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5e21dd0d4a8a3b376f438970,90,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
606c92fdcfbed43e464664b0,95,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5e0dc30371f25c74e73265f1,95,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5e868860bdf729557ef473a9,97,FALSE,1112adb4b6af47238cbc563ae2b1c6ab
5e046fa271f25c74e73260f6,90,FALSE,1112adb4b6af47238cbc563ae2b1c6ab
5dfebe93239b721b0efdb972,,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5e0c546871f25c74e7326450,95,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5df2dff0ad4f81777e1f5775,100,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5e1e9dfa63796013cde61eee,100,FALSE,1112adb4b6af47238cbc563ae2b1c6ab
5de69fd5ad4f81777e1f425b,90,FALSE,1112adb4b6af47238cbc563ae2b1c6ab
5e1f07f763796013cde61f75,90,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5fc81bc2038871749d41762a,95,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5dde376ead4f81777e1f3aaa,90,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5ddd341fad4f81777e1f37df,90,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5f284c05d88e035744c1dc9c,90,FALSE,1112adb4b6af47238cbc563ae2b1c6ab
5dd967e866e2226fc00644a6,90,FALSE,1112adb4b6af47238cbc563ae2b1c6ab
5ddb95d666e2226fc0064550,95,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5dd8138a66e2226fc0064341,90,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5dd38c5066e2226fc0063b8c,96,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5dce0f8d66e2226fc0063311,90,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5dd5b42f66e2226fc0063f72,95,FALSE,1112adb4b6af47238cbc563ae2b1c6ab
5dcb693e66e2226fc00629ba,84,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5dcb3abc66e2226fc00629a4,90,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5dc5e5f23496c41f3bb5c2d1,85,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5dc5e38c3496c41f3bb5c2ce,90,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5dc5c3d73496c41f3bb5c2b5,,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5dc508353496c41f3bb5c102,90,TRUE,1112adb4b6af47238cbc563ae2b1c6ab
5de78c0fad4f81777e1f434b,100,FALSE,1112adb4b6af47238cbc563ae2b1c6ab
5dc56dc33496c41f3bb5c1dc,60,FALSE,1112adb4b6af47238cbc563ae2b1c6ab
